mol_id,smiles,mw,logp,hbd,hba,rtb,tpsa,has_pains,passed_lipinski,is_valid,passed_filter
CHEMBL5867935,COc1cc(-c2cccc(-c3cccc(Nc4nccc5nccnc45)c3C)c2C)cc(F)c1CNCc1c[nH]c(=O)[nH]c1=O,603.66,5.53,4,8,9,137.68,False,False,True,False
CHEMBL5867953,Cc1c(OCCCN2[C@H](C)CC[C@H]2C)cccc1-c1cccc(-c2ccc(CN)cc2)c1C,442.65,6.74,1,3,8,38.49,False,False,True,False
CHEMBL5868969,CC[C@H](C)[C@@H](CO)NCc1c(OC)cc(OCc2cccc(-c3ccccc3)c2C)cc1OC,463.62,5.75,2,5,12,59.95,False,False,True,False
CHEMBL5868985,COc1cc(-c2cccc(-c3cccc(NC(=O)C4CCNCC4)c3C)c2C)cc(F)c1CN[C@@](C)(CO)C(=O)O,563.67,4.65,5,6,10,119.92,False,False,True,False
CHEMBL5869004,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cn(C)c(=O)n(C)c4=O)c3C)c2Cl)cc(F)c1CN1CCC(C)(O)CC1,635.14,5.13,2,6,7,105.8,False,False,True,False
CHEMBL5869020,COc1cc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)cc(OC)c1CNC(C)(C)CN1CCN(C)CC1,575.75,5.15,1,8,11,64.66,False,False,True,False
CHEMBL5869234,N#Cc1cncc(COc2cc(O[C@H]3CCc4c(-c5ccccc5F)cccc43)c(Cl)cc2CN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)c1,646.12,4.32,4,9,9,139.3,False,False,True,False
CHEMBL5869294,COc1cc(-c2cccc(-c3cccc(NC(=O)c4ccccn4)c3C)c2C)cc(F)c1CN1CCOC[C@@H]1CO,555.65,5.63,2,6,8,83.92,False,False,True,False
CHEMBL5869298,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cccn(C)c4=O)c3C)c2C)cc(F)c1CN[C@@H]1CCC[C@H]1O,569.68,5.74,3,5,8,92.59,False,False,True,False
CHEMBL5869585,COc1cc(-c2cccc(-c3ccc4c(c3)C(=O)NCC4)c2C)cc(F)c1CN,390.46,4.22,2,3,4,64.35,False,True,True,True
CHEMBL5869586,COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCC(O)C(C)C,449.59,5.36,2,5,11,59.95,False,False,True,False
CHEMBL5869661,Cc1c(OCCCN2[C@H](C)CC[C@H]2C)cccc1-c1cccc(-c2ccc3c(c2)CC(CO)NC3)c1C,498.71,6.29,2,4,8,44.73,False,False,True,False
CHEMBL5869926,COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCCCN1CCN(C)CC1,503.69,4.99,1,6,12,46.2,False,False,True,False
CHEMBL5870152,COc1cc(-c2cccc(-c3cccc(NC(=O)c4c[nH]c(=O)n(C)c4=O)c3C)c2C)cc(F)c1CN1CCNC(=O)C1,585.64,3.36,3,6,7,125.53,False,False,True,False
CHEMBL5870345,COc1cc(-c2cccc(-c3cccc(NC(=O)C4CCCO4)c3C)c2C)cc(F)c1CN1CC(C(=O)O)C1,532.61,5.42,2,5,8,88.1,False,False,True,False
CHEMBL5870957,COc1ccccc1-c1cccc2c1CC[C@@H]2Oc1cc(OCc2cncc(C#N)c2)c(CN[C@@H](CO)C(=O)O)cc1Cl,600.07,5.46,3,8,12,133.93,False,False,True,False
CHEMBL5871052,N#Cc1cncc(COc2cc(O[C@H]3CCc4c(-c5ccccc5F)cccc43)c(Cl)cc2CNCc2cccnn2)c1,592.07,7.14,1,7,10,92.95,False,False,True,False
CHEMBL5871087,Cc1c(COc2cc3c(cc2Cl)CN[C@H](C(=O)O)CCCCNC(=O)CCCCO3)cccc1-c1ccccc1,565.11,6.29,3,5,5,96.89,False,False,True,False
CHEMBL5871140,COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCC(O)c1nccn1C,487.6,4.81,2,6,11,77.77,False,True,True,False
CHEMBL5871309,COc1cc(-c2cccc(-c3cccc(NC(=O)c4c[nH]c(=O)n(C)c4=O)c3C)c2C)cc(F)c1CNCC(C)(C)N,573.67,4.25,4,6,9,131.24,False,False,True,False
CHEMBL5871440,CNCc1c(F)cc(-c2cccc(-c3cccc(NC(=O)c4nc5c(s4)CN(CCO)CC5)c3F)c2C)cc1OC,578.69,5.39,3,7,9,86.72,False,False,True,False
CHEMBL5871644,CCOc1cccc(-c2cccc(COc3cc(OC)c(CNCCO)c(OC)c3)c2C)c1,451.56,4.74,2,6,12,69.18,False,True,True,False
CHEMBL5872232,Cc1cc(CN2C[C@H](O)C[C@@H]2C(=O)O)ccc1OCc1cccc(-c2ccccc2)c1C,431.53,4.57,2,4,7,70.0,False,True,True,True
CHEMBL5872260,Cc1c(COc2ccc(CN3CCC[C@H]3CO)cn2)cccc1-c1ccccc1,388.51,4.59,1,4,7,45.59,False,True,True,True
CHEMBL5872284,Cc1c(COc2cc3c(cc2Cl)CN[C@H](C(=O)O)CCCCNC(=O)c2cncc(c2)CO3)cccc1-c1cccc(OCCCN2CC[C@@H](O)C2)c1C,757.33,6.47,4,9,10,142.48,False,False,True,False
CHEMBL5872367,N#Cc1cncc(COc2cc(O[C@H]3CCc4c(-c5ccc6c(c5F)OCCO6)cccc43)c(Cl)cc2CNC(CO)(CO)CO)c1,662.11,4.63,4,10,12,146.32,False,False,True,False
CHEMBL5872795,COC(=O)[C@](C)(CO)NCc1cc(Cl)c(O[C@H]2CCc3c(-c4ccc5c(c4F)OCCO5)cccc32)cc1OCc1cncc(C#N)c1,674.13,5.84,2,10,11,132.16,False,False,True,False
CHEMBL5873104,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cccn(C)c4=O)c3C)c2C)cc(F)c1CN1CC(C(=O)O)C1,569.63,5.25,2,5,8,100.87,False,False,True,False
CHEMBL5873124,COc1cc(-c2cccc(-c3cccc(NC(=O)c4c[nH]c(=O)n(C)c4=O)c3C)c2C)cc(F)c1CNCc1ncc[nH]1,582.64,4.44,4,6,9,133.9,False,False,True,False
CHEMBL5873506,N#Cc1cncc(COc2cc(O[C@H]3CCc4c(-c5ccccc5F)cccc43)c(Cl)cc2CN[C@H]2C[C@H]3CC[C@@H]2C3)c1,594.13,8.34,1,5,9,67.17,False,False,True,False
CHEMBL5873719,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cn(C)c(=O)n(C)c4=O)c3Cl)c2C)cc(F)c1CN[C@H]1CCOC[C@@H]1O,637.11,4.02,3,7,8,123.82,False,False,True,False
CHEMBL5873794,COc1cc(-c2cccc(-c3cccc(Nc4nccc5nccnc45)c3C)c2C)cc(F)c1CNCc1ccn[nH]1,559.65,6.88,3,7,9,100.64,False,False,True,False
CHEMBL5874379,COc1cc(-c2cccc(-c3cccc(Nc4nccc5nccnc45)c3C)c2Cl)cc(F)c1CNCC(C)(C)C(N)=O,599.11,6.81,3,7,10,115.05,False,False,True,False
CHEMBL5874797,N#Cc1cncc(COc2cc(O[C@H]3CCc4c(-c5ccccc5F)cccc43)c(Cl)cc2CN[C@H](CO)C(N)=O)c1,587.05,4.99,3,7,11,130.49,False,False,True,False
CHEMBL5874906,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cn(C)c(=O)n(C)c4=O)c3Cl)c2C)cc(F)c1CN[C@H]1CCOC[C@H]1O,637.11,4.02,3,7,8,123.82,False,False,True,False
CHEMBL5875191,N#Cc1cncc(COc2cc(O[C@H]3CCc4c(-c5ccccc5F)cccc43)c(Cl)cc2CNc2cncc(CO)c2)c1,607.09,7.56,2,7,10,100.29,False,False,True,False
CHEMBL5875284,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cncn(C)c4=O)c3C)c2C)cc(F)c1CNCCO,530.6,4.21,3,6,9,105.48,False,False,True,False
CHEMBL5875582,CCOc1cc(O[C@H]2CCc3c(-c4ccccc4F)cccc32)c(Cl)cc1CN[C@@H](CO)C(=O)O,499.97,5.15,3,5,10,88.02,False,False,True,False
CHEMBL5875653,COc1cc(-c2cccc(-c3cccc(NC(=O)c4nn(C)c(=O)n(C)c4=O)c3C)c2C)cc(F)c1CN[C@@H]1CCCNC1=O,614.68,3.2,3,7,8,136.35,False,False,True,False
CHEMBL5875967,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cncn(C)c4=O)c3C)c2C)cc(F)c1CNCc1c[nH]c(=O)[nH]c1=O,610.65,3.8,4,7,9,150.97,False,False,True,False
CHEMBL5875981,COc1cc(-c2cccc(-c3cccc(NC(=O)c4c[nH]c(=O)n(C)c4=O)c3C)c2C)cc(F)c1CNCCC1CNC(=O)C1,613.69,4.04,4,6,10,134.32,False,False,True,False
CHEMBL5876048,N#Cc1cncc(COc2cc(O[C@H]3CCc4c(-c5cc(C#N)ccc5F)cccc43)c(Cl)cc2CN[C@@H](CO)C(=O)O)c1,613.05,5.46,3,8,11,148.49,False,False,True,False
CHEMBL5876058,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cn(C)c(=O)n(C)c4=O)c3C)c2F)cc(F)c1CN[C@H]1CCC(=O)NC1,617.65,3.63,3,6,8,123.46,False,False,True,False
CHEMBL5876083,COc1cc(-c2cccc(-c3cccc(NC(=O)c4c[nH]c(=O)n(C)c4=O)c3C)c2Cl)cc(F)c1CN[C@H]1CCOC[C@H]1OC,637.11,4.66,3,7,9,123.68,False,False,True,False
CHEMBL5876128,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cn(C)c(=O)n(C)c4=O)c3C)c2Cl)cc(F)c1CN[C@H]1CCC(=O)NC1,634.11,4.15,3,6,8,123.46,False,False,True,False
CHEMBL5876211,N#Cc1cncc(COc2cc(O[C@H]3CCc4c(-c5ccc(F)cc5)cccc43)c(Cl)cc2CN[C@@H](CO)C(=O)O)c1,588.04,5.59,3,7,11,124.7,False,False,True,False
CHEMBL5876861,N#Cc1cncc(COc2cc(O[C@H]3CCc4c(-c5ccccc5F)cccc43)c(Cl)cc2CN[C@@H](CO)C(N)=O)c1,587.05,4.99,3,7,11,130.49,False,False,True,False
CHEMBL5876990,COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCCN1CCN(C)CC1,489.66,4.6,1,6,11,46.2,False,True,True,False
CHEMBL5877048,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cn(C)c(=O)n(C)c4=O)c3C)c2C)cc(F)c1CN(C)CCO,574.65,3.86,2,6,9,105.8,False,False,True,False
CHEMBL5877397,CC(C)OC(=O)[C@H](CO)NCc1cc(Cl)c(O[C@H]2CCc3c(-c4ccccc4F)cccc32)cc1OCc1cncc(C#N)c1,630.12,6.46,2,8,12,113.7,False,False,True,False
CHEMBL5877724,COc1cccc(-c2cccc3c2CCC3Oc2cc(OCc3cncc(C#N)c3)c(CNCCC(N)=O)cc2Cl)c1F,601.08,6.03,2,7,12,119.49,False,False,True,False
CHEMBL5878715,Cc1c(-c2ccc3c(c2)CNCC3)cccc1-c1ccc2c(c1)OCCO2,357.45,4.75,1,3,2,30.49,False,True,True,True
CHEMBL5878818,COc1cc(-c2cccc(-c3cccc(OCCCN4[C@H](C)CC[C@H]4C)c3C)c2C)ccc1CN(C)C,500.73,7.35,0,4,10,24.94,False,False,True,False
CHEMBL5878900,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cccn(C)c4=O)c3C)c2C)cc(F)c1CNC(C)(C)CO,557.67,5.6,3,5,9,92.59,False,False,True,False
CHEMBL5878902,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cn(C)c(=O)n(C)c4=O)c3C)c2Cl)cc(F)c1CN[C@H]1COC[C@@H]1O,623.08,3.63,3,7,8,123.82,False,False,True,False
CHEMBL5879205,COc1cc(-c2cccc(-c3cccc(Nc4ccnc5cccnc45)c3C)c2C)cc(F)c1CN1CC(C(=O)O)C1,562.65,6.99,2,6,8,87.58,False,False,True,False
CHEMBL5879338,CC(C)[C@H](NCc1cc(Cl)c(O[C@H]2CCc3c(-c4ccccc4F)cccc32)cc1OCc1cncc(C#N)c1)C(=O)O,600.09,7.26,2,6,11,104.47,False,False,True,False
CHEMBL5879828,COc1ccc(-c2cccc(-c3cc(F)c(CN)c(OC)c3)c2C)c(F)c1,369.41,5.08,1,3,5,44.48,False,False,True,False
CHEMBL5879956,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cncn(C)c4=O)c3C)c2C)cc(F)c1CNCC1(O)CC1,556.64,4.75,3,6,9,105.48,False,False,True,False
CHEMBL5880132,Cc1c(COc2cc3c(cc2Cl)CN[C@H](C(=O)O)CCCCNC(=O)c2cncc(c2)CO3)cccc1-c1cccc(OCCCCl)c1C,706.67,7.64,3,7,9,119.01,False,False,True,False
CHEMBL5880870,COc1cc(-c2cccc(-c3cccc(-c4cc(F)c(CNC(C)C)c(OC)c4)c3C)c2C)cc(F)c1CNC(C)C,572.74,8.6,2,4,11,42.52,False,False,True,False
CHEMBL5881104,COc1cc(-c2cccc(-c3cccc(NC(=O)c4ccccn4)c3C)c2C)cc(F)c1C(C)N,469.56,6.45,2,4,6,77.24,False,False,True,False
CHEMBL5881364,COc1cc(-c2cccc(-c3cccc(NC(=O)c4ccc(CC(=O)O)cn4)c3C)c2C)cc(F)c1CN,513.57,5.52,3,5,8,114.54,False,False,True,False
CHEMBL5881531,CCOc1cc(NC2CCc3c(-c4ccccc4F)cccc32)c(Cl)cc1CN[C@@H](CO)C(=O)O,498.98,5.18,4,5,10,90.82,False,False,True,False
CHEMBL5881989,COc1cccc(-c2cccc3c2CC[C@@H]3Oc2cc(OCc3cncc(C#N)c3)c(CNCCS(N)(=O)=O)cc2Cl)c1F,637.13,5.44,2,8,12,136.56,False,False,True,False
CHEMBL5882288,COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CN[C@H](CO)C(C)C,449.59,5.36,2,5,11,59.95,False,False,True,False
CHEMBL5882310,COc1cc(OCc2cccc(-c3ccccc3)c2C#N)cc(OC)c1CNC1(CO)CCCC1,472.59,5.22,2,6,10,83.74,False,False,True,False
CHEMBL5882453,O=C(O)c1cncc(COc2cc(O[C@H]3CCc4c(-c5ccccc5F)cccc43)c(Cl)cc2CN[C@@H](CO)C(=O)O)c1,607.03,5.42,4,7,12,138.21,False,False,True,False
CHEMBL5882472,N#Cc1cncc(COc2cc(O[C@H]3CCc4c(-c5cc6c(cc5F)OCCO6)cccc43)c(Cl)cc2CN[C@H](O)CO)c1,618.06,5.23,3,9,10,126.09,False,False,True,False
CHEMBL5882500,COc1cc(-c2cccc(-c3cccc(NC(=O)c4c[nH]c(=O)n(C)c4=O)c3C)c2C)cc(F)c1CN[C@H]1COC[C@@H]1O,588.64,3.27,4,7,8,134.68,False,False,True,False
CHEMBL5882556,COc1cc(-c2cccc(-c3cccc(NC(=O)c4c[nH]c(=O)n(C)c4=O)c3C)c2C)cc(F)c1CN[C@H]1CCC(=O)NC1,599.66,3.79,4,6,8,134.32,False,False,True,False
CHEMBL5882693,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cccn(C)c4=O)c3C)c2C)cc(F)c1CNC(C)C,527.64,6.23,2,4,8,72.36,False,False,True,False
CHEMBL5882911,Cc1c(COc2cccc(CN[C@@H](C)C(=O)O)c2)cccc1-c1ccccc1,375.47,4.8,2,3,8,58.56,False,True,True,True
CHEMBL5883135,C[C@@H](O)[C@H](NCc1cc(Cl)c(O[C@H]2CCc3c(-c4ccc5c(c4Cl)OCCO5)cccc32)cc1OCc1cncc(C#N)c1)C(=O)O,676.55,6.27,3,9,11,143.16,False,False,True,False
CHEMBL5883636,Cc1c(COc2ccc3c(c2)CCN(CC(=O)O)C3)cccc1-c1ccccc1,387.48,4.68,1,3,6,49.77,False,True,True,True
CHEMBL5884443,N#Cc1cc(C#N)cc(COc2cc(O[C@H]3CCc4c(-c5ccccc5F)cccc43)c(Cl)cc2CN[C@@H](CO)C(=O)O)c1,612.06,6.07,3,7,11,135.6,False,False,True,False
CHEMBL5884813,COc1cc(-c2cccc(-c3cccc(Nc4nccc5nccnc45)c3C)c2C)cc(F)c1CNC(C)C,521.64,7.36,2,6,8,71.96,False,False,True,False
CHEMBL5885035,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cn(C)c(=O)n(C)c4=O)c3Cl)c2Cl)cc(F)c1CN(C)[C@@H]1CNC(=O)C1,654.53,4.45,2,6,8,114.67,False,False,True,False
CHEMBL5885291,COc1cc(-c2cccc(-c3cccc(NC(=O)c4nn(C)c(=O)n(C)c4=O)c3C)c2C)cc(F)c1CN[C@@H]1CCOC[C@@H]1O,617.68,3.07,3,8,8,136.71,False,False,True,False
CHEMBL5885524,COc1cc(OCc2cccc(-c3ccccc3)c2C#N)cc(OC)c1CNC1CCC1,428.53,5.46,1,5,9,63.51,False,False,True,False
CHEMBL5885531,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cn(C)c(=O)n(C)c4=O)c3C)c2C)cc(F)c1CNC1CCNC(=O)C1,613.69,3.8,3,6,8,123.46,False,False,True,False
CHEMBL5885667,COc1cccc(-c2cccc(COc3cc(OC)c(CN[C@H](C)C(=O)O)c(OC)c3)c2C)c1,465.55,4.83,2,6,11,86.25,False,True,True,False
CHEMBL5885766,C[C@@H](O)[C@H](NCc1cc(Cl)c(O[C@H]2CCc3c(-c4ccccc4F)cccc32)cc1OCc1cccnn1)C(=O)O,578.04,5.51,3,7,11,113.8,False,False,True,False
CHEMBL5885786,Cc1c(COc2ccc(CN3CCC3)cn2)cccc1-c1ccccc1,344.46,4.84,0,3,6,25.36,False,True,True,True
CHEMBL5885822,COc1cccc(-c2cccc3c2CC[C@@H]3Oc2cc(OCc3cncc(C#N)c3)c(CN3CCC(O)CC3)cc2Cl)c1F,614.12,7.02,1,7,9,87.84,False,False,True,False
CHEMBL5887166,COc1cc(-c2cccc(-c3cccc(Nc4nccc5nccnc45)c3C)c2C)cc(F)c1CN[C@@H]1CCOC[C@@H]1O,579.68,6.11,3,8,8,101.42,False,False,True,False
CHEMBL5887850,COc1cc(-c2cccc(-c3cccc(NC(=O)c4c[nH]c(=O)n(C)c4=O)c3C)c2C)cc(F)c1CN[C@H]1CNC(=O)C1,585.64,3.4,4,6,8,134.32,False,False,True,False
CHEMBL5888045,CCOc1cc(O[C@H]2CCc3c(-c4ccccc4F)cccc32)c(Cl)cc1CNC(CO)(CO)CO,516.01,4.42,4,6,11,91.18,False,False,True,False
CHEMBL5888073,COc1cc(-c2cccc(-c3cccc(NC(=O)c4c[nH]c(=O)n(C)c4=O)c3C)c2C)cc(F)c1CN1CC(C(=O)O)C1,586.62,3.94,3,6,8,133.73,False,False,True,False
CHEMBL5888083,COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCCCN1CCCC1=O,488.63,5.36,1,5,12,60.03,False,False,True,False
CHEMBL5888254,N#Cc1cncc(COc2cc(O[C@H]3CCc4c(-c5cccc(F)c5)cccc43)c(Cl)cc2CN[C@@H](CO)C(=O)O)c1,588.04,5.59,3,7,11,124.7,False,False,True,False
CHEMBL5888327,C[C@@H](O)[C@@H](NCc1cc(Cl)c(O[C@H]2CCc3c(-c4ccccc4F)cccc32)cc1OCc1cncc(C#N)c1)C(=O)O,602.06,5.98,3,7,11,124.7,False,False,True,False
CHEMBL5888436,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cncn(C)c4=O)c3C)c2C)cc(F)c1CN(C)CCO,544.63,4.56,2,6,9,96.69,False,False,True,False
CHEMBL5889709,COc1cc(-c2cccc(-c3cccc(NC(=O)c4c[nH]c(=O)n(C)c4=O)c3C)c2C)cc(F)c1CN(C)C,530.6,4.49,2,5,7,96.43,False,False,True,False
CHEMBL5889890,N#Cc1cncc(COc2cc(O[C@H]3CCc4c(-c5ccccc5Cl)cccc43)c(Cl)cc2CN[C@@H](CO)C(=O)O)c1,604.49,6.11,3,7,11,124.7,False,False,True,False
CHEMBL5889981,N#Cc1cncc(COc2cc(O[C@H]3CCc4c(-c5ccccc5F)cccc43)c(Cl)cc2CN[C@@H]2COC[C@H]2O)c1,586.06,5.91,2,7,9,96.63,False,False,True,False
CHEMBL588_div,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,305.76,2.73,4,4,1,72.72,True,True,True,False
CHEMBL5890184,COc1cc(-c2cccc(-c3cccc(NC(=O)c4nn(C)c(=O)n(C)c4=O)c3C)c2C)cc(F)c1CNCc1c[nH]c(=O)[nH]c1=O,641.66,2.5,4,8,9,172.97,False,False,True,False
CHEMBL5890719,COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CN[C@@H](CO)[C@@H](C)O,451.56,4.09,3,6,11,80.18,False,True,True,False
CHEMBL5891609,C[C@@H](O)[C@H](NCc1cc(Cl)c(O[C@@H]2c3cccc(-c4ccccc4F)c3C[C@H]2F)cc1OCc1cncc(C#N)c1)C(=O)O,620.05,5.93,3,7,11,124.7,False,False,True,False
CHEMBL5891716,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cn(C)c(=O)n(C)c4=O)c3C)c2Cl)cc(F)c1CN[C@@H]1CCCOC1,621.11,5.05,2,6,8,103.59,False,False,True,False
CHEMBL5891844,COc1cc(-c2cccc(-c3cccc(NC(=O)c4ccccn4)c3C)c2C#N)cc(F)c1CN1CC(C(=O)O)C1,550.59,5.51,2,6,8,115.55,False,False,True,False
CHEMBL5891853,COc1cc(-c2cccc(-c3cccc(NC(=O)c4ncco4)c3C)c2C)cc(F)c1CN1CC(C(=O)O)C1,529.57,5.54,2,6,8,104.9,False,False,True,False
CHEMBL5892030,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cn(C)c(=O)n(C)c4=O)c3Cl)c2C)cc(F)c1CN[C@@H]1CCOC[C@H]1O,637.11,4.02,3,7,8,123.82,False,False,True,False
CHEMBL5892072,COc1cc(-c2cccc(-c3cccc(NC(=O)c4c[nH]c(=O)n(C)c4=O)c3C)c2C)cc(F)c1CN[C@@H]1CCOC[C@@H]1O,602.66,3.66,4,7,8,134.68,False,False,True,False
CHEMBL5892441,COc1cc(-c2cccc(-c3cccc(NC(=O)c4c[nH]c(=O)n(C)c4=O)c3C)c2C)cc(F)c1CNC1CCOC1,572.64,4.3,3,6,8,114.45,False,False,True,False
CHEMBL5892722,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cn(C)c(=O)n(C)c4=O)c3C)c2Cl)cc(F)c1CN[C@@H]1CNC(=O)C1,620.08,3.76,3,6,8,123.46,False,False,True,False
CHEMBL5892826,C[C@@H](O)[C@@H](CC(=O)O)NCc1cc(Cl)c(O[C@@H]2CCc3c(-c4ccccc4F)cccc32)cc1OCc1cncc(C#N)c1,616.09,6.37,3,7,12,124.7,False,False,True,False
CHEMBL5892860,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cncn(C)c4=O)c3C)c2C)cc(F)c1CN1CC(C(=O)O)C1,570.62,4.65,2,6,8,113.76,False,False,True,False
CHEMBL5893350,N#Cc1cncc(COc2cc(O[C@H]3CCc4c(-c5ccccc5F)cccc43)c(Cl)cc2CNC(Cc2cccnc2)C(=O)O)c1,649.12,7.24,2,7,12,117.36,False,False,True,False
CHEMBL5893542,Cc1c(COc2ccc3c(c2)C[C@H](O)[C@H]3NCCO)cccc1-c1ccccc1,389.5,3.78,3,4,7,61.72,False,True,True,True
CHEMBL5893555,COc1cc(OCc2cccc(-c3ccccc3)c2C#N)cc(OC)c1CNCCN(C)C,445.56,4.47,1,6,11,66.75,False,True,True,False
CHEMBL5893573,COc1cccc(-c2cccc3c2CC[C@@H]3Oc2cc(OCc3cncc(C#N)c3)c(CN3CC(O)C(C(=O)O)C3)cc2Cl)c1F,644.1,5.94,2,8,10,125.14,False,False,True,False
CHEMBL5893605,COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNC(C)(CO)CO,451.56,4.09,3,6,11,80.18,False,True,True,False
CHEMBL5894147,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cn(C)c(=O)n(C)c4=O)c3Cl)c2Cl)cc(F)c1CN1CCC(C(=O)O)CC1,669.54,5.42,2,6,8,122.87,False,False,True,False
CHEMBL5894428,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cccn(C)c4=O)c3C)c2C)cc(F)c1CN1CC(O)C1,541.62,4.91,2,5,7,83.8,False,False,True,False
CHEMBL5894450,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cncn(C)c4=O)c3C)c2C)cc(F)c1CNCCC(=O)O,558.61,4.7,3,6,10,122.55,False,False,True,False
CHEMBL5894517,COc1cc(F)cc(-c2cccc(COc3cc(OC)c(CN[C@H](C)C(=O)O)c(OC)c3)c2C)c1,483.54,4.97,2,6,11,86.25,False,True,True,False
CHEMBL5894751,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cn(C)c(=O)n(C)c4=O)c3C)c2C)cc(F)c1CN1CC2(CCNC2=O)C1,625.7,3.76,2,6,7,114.67,False,False,True,False
CHEMBL5894843,COc1cc(-c2cccc(-c3cccc(NC(=O)C4CN(CC(=O)O)CCO4)c3C)c2C)cc(F)c1CN,521.59,3.97,3,6,8,114.12,False,False,True,False
CHEMBL5895158,COc1cc(-c2cccc(-c3cccc(Nc4nccc5nccnc45)c3C)c2C)cc(F)c1CN[C@@H]1CCNC1=O,562.65,5.85,3,7,8,101.06,False,False,True,False
CHEMBL5895970,COc1cc(-c2cccc(-c3cccc(NC(=O)c4ncccn4)c3C)c2C)cc(F)c1CN,456.52,5.29,2,5,6,90.13,False,False,True,False
CHEMBL5896220,COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNC[C@H](C)O,421.54,4.73,2,5,10,59.95,False,True,True,True
CHEMBL5896521,Cc1cc(CN[C@H](C)C(=O)O)ccc1OCc1cccc(-c2ccccc2)c1C,389.5,5.11,2,3,8,58.56,True,False,True,False
CHEMBL5896532,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cncn(C)c4=O)c3C)c2C)cc(F)c1CNC[C@@H]1CCC(=O)N1,583.66,4.5,3,6,9,114.35,False,False,True,False
CHEMBL5896808,Cc1c(OCCCN2CCC(F)CC2)cccc1-c1cccc(-c2ccc3c(c2)OCCNC3)c1C,488.65,6.32,1,4,7,33.73,False,False,True,False
CHEMBL5897045,Cc1c(OCCCN2CCCC2(C)C)cccc1-c1cccc(-c2ccc3c(c2)CCNC3)c1C,468.69,6.93,1,3,7,24.5,False,False,True,False
CHEMBL5897231,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cn(C)c(=O)n(C)c4=O)c3C)c2C)cc(F)c1CN[C@H]1CNC(=O)C1,599.66,3.41,3,6,8,123.46,False,False,True,False
CHEMBL5897475,COc1cc(-c2cccc(-c3cccc(NC(=O)c4c[nH]c(=O)n(C)c4=O)c3C)c2C)cc(F)c1CNC[C@H](C)O,560.63,3.89,4,6,9,125.45,False,False,True,False
CHEMBL5897775,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cnccn4)c3C)c2C)cc(F)c1CN,456.52,5.29,2,5,6,90.13,False,False,True,False
CHEMBL5898138,COc1ncc(COc2cc(O[C@H]3CCc4c(-c5ccccc5F)cccc43)c(Cl)cc2CN2CCC(O)CC2)cn1,590.1,6.55,1,7,9,76.94,False,False,True,False
CHEMBL5898179,N#Cc1cncc(COc2cc(O[C@H]3CCc4c(-c5ccccc5)cccc43)c(Cl)cc2CNC[C@@H](O)CC(=O)O)c1,584.07,5.84,3,7,12,124.7,False,False,True,False
CHEMBL5898482,COc1c(F)c(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)cc(F)c1CNCCNC(C)=O,512.55,4.52,2,6,10,78.05,False,False,True,False
